Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price
Mercedes,C 240,2001,Sedan,Gümüşü,2.4,-0.20689845233507956,Benzin,Avtomat,2.210226530146736,Xeyr,6176.470588235295
BMW,528,2012,Sedan,Ağ,2.0,0.5256638069079157,Benzin,Avtomat,0.07472740668155457,Xeyr,23000.0
Mercedes,A 160,2002,Hetçbek,Gümüşü,1.6,-0.8710882340487286,Benzin,Avtomat,1.4336813943412154,Xeyr,3529.4117647058824
Opel,Astra,2006,Universal,Qara,1.3,-0.9882981955276078,Dizel,Mexaniki,0.4241727177940388,Xeyr,6764.705882352941
Toyota,Corolla,2022,Sedan,Ağ,1.8,-0.5389933431919041,Hibrid,Avtomat,-1.4783628649294864,Bəli,25588.235294117647
Toyota,Corolla,2022,Sedan,Ağ,1.8,-0.5389933431919041,Hibrid,Avtomat,-1.4783628649294864,Bəli,26411.764705882353
Mercedes,E 280,2000,Sedan,Gümüşü,2.8,0.12519643852174495,Benzin,Avtomat,0.857174285519197,Xeyr,9529.411764705883
BMW,428,2015,Liftbek,Qara,2.0,0.5256638069079157,Benzin,Avtomat,0.4144659035964698,Xeyr,34070.58823529412
Mercedes,E 220,1999,Sedan,Göy,2.2,-0.47062086566255784,Dizel,Avtomat,2.016090246195356,Xeyr,8529.411764705883
Mercedes,GL 550,2008,Offroader / SUV,Qara,5.5,1.8638108671251203,Benzin,Avtomat,1.2492519245874043,Xeyr,17000.0
BMW,S 1000 RR,2021,Motosiklet,Qara,1.0,0.15449892889146477,Benzin,Mexaniki,-1.4554839038658163,Xeyr,23900.0
Opel,Vectra,1997,Sedan,Gümüşü,1.6,-0.8906232276285417,Benzin,Mexaniki,0.3659318326086248,Xeyr,3588.2352941176473
Hyundai,Tucson,2008,Offroader / SUV,Qara,2.0,-0.49015585924237104,Benzin,Avtomat,0.07084468100252697,Xeyr,10470.588235294117
Hyundai,Elantra,2014,Sedan,Gümüşü,1.8,-0.4022483881332116,Benzin,Avtomat,0.6804326126098605,Xeyr,10764.705882352942
BMW,X5,2005,Offroader / SUV,Qara,4.8,1.648925937747175,Benzin,Avtomat,0.5600681165600049,Xeyr,15588.235294117647
Opel,Astra,2009,Universal,Qırmızı,1.3,-0.9882981955276078,Dizel,Mexaniki,0.13296829186696862,Xeyr,8117.64705882353
BMW,528,1996,Sedan,Gümüşü,2.8,0.01775397383277232,Benzin,Avtomat,1.6278176782925957,Xeyr,4823.529411764706
Opel,Omega,1996,Sedan,Gümüşü,2.0,-0.7343432789900362,Benzin,Avtomat,1.4336813943412154,Xeyr,2352.9411764705883
Hyundai,Santa Fe,2014,Offroader / SUV,Gümüşü,2.2,0.05682396099239873,Dizel,Avtomat,-0.10970206307225655,Xeyr,19529.41176470588
BMW,X5,2022,Offroader / SUV,Qara,2.0,0.2619413935804374,Dizel,Avtomat,-1.4783628649294864,Bəli,91500.0
Toyota,Corolla Cross,2022,Offroader / SUV,Qara,2.0,0.05682396099239873,Hibrid,Avtomat,-1.4783628649294864,Bəli,33200.0
Hyundai,Sonata,2008,Sedan,Tünd qırmızı,2.4,-0.294805923444239,Benzin,Avtomat,0.9483406844627652,Xeyr,11058.823529411766
Mercedes,E 200,2016,Sedan,Boz,2.0,-0.0701534972763871,Benzin,Avtomat,0.2688636906329347,Xeyr,37900.0
Hyundai,Santa Fe,2010,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,-0.051461177886842506,Xeyr,15000.0
BMW,328,2016,Sedan,Qırmızı,2.0,0.5256638069079157,Benzin,Avtomat,-0.798885871099656,Xeyr,20900.0
Toyota,Prado,2008,Offroader / SUV,Ağ,4.0,0.5647337940675421,Benzin,Avtomat,1.1910110394019904,Xeyr,22647.058823529413
Nissan,Sentra,2020,Sedan,Qara,2.0,-0.4120158849231182,Benzin,Avtomat,-1.1580379964097092,Xeyr,23500.0
LADA (VAZ),21099,2001,Sedan,Yaş Asfalt,1.5,-1.1348106473762067,Benzin,Mexaniki,0.9483406844627652,Xeyr,4235.294117647059
BMW,528,1996,Sedan,Gümüşü,2.8,0.01775397383277232,Benzin,Avtomat,1.6278176782925957,Xeyr,4823.529411764706
Opel,Omega,1996,Sedan,Gümüşü,2.0,-0.7343432789900362,Benzin,Avtomat,1.4336813943412154,Xeyr,2352.9411764705883
Hyundai,Santa Fe,2014,Offroader / SUV,Gümüşü,2.2,0.05682396099239873,Dizel,Avtomat,-0.10970206307225655,Xeyr,19529.41176470588
Hyundai,Santa Fe,2014,Offroader / SUV,Qara,2.0,0.7210137427060477,Benzin,Avtomat,-0.730938171716673,Xeyr,20907.058823529413
LADA (VAZ),Niva,2021,Offroader / SUV,Göy,1.7,-1.056670673056954,Benzin,Mexaniki,-1.2813145367188357,Xeyr,11088.235294117647
Kia,Sorento,2010,Offroader / SUV,Göy,2.0,-0.0701534972763871,Dizel,Avtomat,0.5794817449551429,Xeyr,16588.235294117647
Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.22032961964508968,Xeyr,14294.117647058823
Kia,K5,2015,Sedan,Ağ,1.7,-0.49015585924237104,Dizel,Avtomat,-0.682404100728828,Xeyr,19647.058823529413
Mercedes,C 63 AMG,2009,Sedan,Boz,6.2,2.5963731263681153,Benzin,Avtomat,0.04560696408884756,Xeyr,29800.0
Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,1.0454088264384551,Xeyr,14000.0
Mercedes,E 200,2012,Sedan,Ağ,1.8,-0.0701534972763871,Benzin,Avtomat,0.3950522752013318,Xeyr,19300.0
Toyota,Prius,2008,Liftbek,Göy,1.5,-1.1250431505863003,Hibrid,Variator,0.9483406844627652,Xeyr,6000.0
Chevrolet,Captiva,2014,Offroader / SUV,Ağ,2.4,-0.23620094270479935,Benzin,Avtomat,-0.682404100728828,Xeyr,16647.058823529413
Toyota,Prius,2006,Liftbek,Yaş Asfalt,1.5,-1.1250431505863003,Hibrid,Avtomat,0.5600681165600049,Xeyr,8705.882352941177
Kia,Cerato,2016,Sedan,Ağ,1.6,-0.5975983239313437,Dizel,Avtomat,0.14730525643677805,Xeyr,15235.29411764706
Hyundai,ix35,2013,Offroader / SUV,Ağ,2.0,-0.27527092986442575,Benzin,Avtomat,-1.0124357834461741,Xeyr,17000.0
LADA (VAZ),2106,2004,Sedan,Göy,1.6,-1.1348106473762067,Benzin,Mexaniki,0.46299997458431486,Xeyr,3529.4117647058824
Mercedes,GLE 350 Coupe,2022,Offroader / SUV,Yaş Asfalt,2.0,1.209388582201378,Plug-in Hibrid,Avtomat,-1.4783628649294864,Bəli,124999.0
Nissan,X-Trail,2023,Offroader / SUV,Ağ,2.5,-0.08968849085620031,Benzin,Avtomat,-1.4783628649294864,Bəli,40900.0
BMW,X6,2017,Offroader / SUV,Ağ,3.0,1.1214811110922185,Benzin,Avtomat,-0.47856100257987877,Xeyr,55700.0
Opel,Corsa,2006,Hetçbek,Gümüşü,1.2,-1.0859731634266738,Benzin,Mexaniki,0.9417400508084183,Xeyr,4529.411764705883
Chevrolet,Cruze,2018,Sedan,Yaş Asfalt,1.4,-0.49015585924237104,Benzin,Avtomat,-0.9056608272729151,Xeyr,9705.882352941177
Hyundai,Santa Fe,2017,Offroader / SUV,Yaş Asfalt,2.4,-0.031083510116760697,Benzin,Avtomat,-1.1386243680145711,Xeyr,29500.0
BMW,528,2012,Sedan,Yaş Asfalt,2.0,0.5256638069079157,Benzin,Avtomat,-0.6338700297409829,Xeyr,20900.0
Hyundai,ix35,2013,Offroader / SUV,Ağ,2.0,-0.27527092986442575,Benzin,Avtomat,-1.0124357834461741,Xeyr,17000.0
LADA (VAZ),2106,2004,Sedan,Göy,1.6,-1.1348106473762067,Benzin,Mexaniki,0.46299997458431486,Xeyr,3529.4117647058824
Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.15238192026210662,Xeyr,15588.235294117647
Mercedes,C 240,2002,Sedan,Qara,2.6,-0.20689845233507956,Benzin,Avtomat,1.322363649123494,Xeyr,5823.529411764706
Opel,Vectra,1996,Sedan,Yaşıl,1.6,-0.8906232276285417,Benzin,Avtomat,1.6278176782925957,Xeyr,4000.0
Toyota,Prius,2017,Liftbek,Gümüşü,1.8,-0.5389933431919041,Hibrid,Avtomat,-1.1192107396194333,Xeyr,22941.176470588234
Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.2785705048305037,Xeyr,15000.0
Hyundai,Sonata,2009,Sedan,Qızılı,2.4,-0.16782846517545313,Benzin,Avtomat,-0.14852931986253257,Xeyr,9411.764705882353
LADA (VAZ),2107,2006,Sedan,Göy,1.6,-1.1348106473762067,Benzin,Mexaniki,-1.3327606519659514,Xeyr,3411.764705882353
LADA (VAZ),2107,2004,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-1.3589690502993876,Xeyr,2647.0588235294117
Nissan,Altima,2013,Sedan,Ağ,2.5,-0.08968849085620031,Benzin,Avtomat,0.46299997458431486,Xeyr,12647.058823529413
Mercedes,E 220,2008,Sedan,Gümüşü,2.2,-0.20689845233507956,Dizel,Avtomat,0.5831606275360216,Xeyr,17352.941176470587
Hyundai,i30,2009,Universal,Qara,1.6,-0.7441107757799427,Dizel,Mexaniki,-0.3683401273664827,Xeyr,8176.470588235295
Kia,Sorento,2010,Universal,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.14267510606453762,Xeyr,17352.941176470587
Mercedes,Viano,2007,Minivan,Boz,2.2,-0.7441107757799427,Dizel,Mexaniki,1.3269064381679565,Xeyr,21000.0
Hyundai,Santa Fe,2015,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.715377143721109,Xeyr,22117.64705882353
Mercedes,C 180,1997,Sedan,Göy,1.8,-0.6757382982505965,Benzin,Avtomat,1.4142677659460774,Xeyr,5764.705882352941
Mercedes,C 200,1998,Sedan,Göy,2.0,-0.5389933431919041,Benzin,Avtomat,1.9966766178002178,Xeyr,6000.0
Toyota,Prius C,2018,Hetçbek,Yaş Asfalt,1.5,-1.15434564095602,Hibrid,Avtomat,-0.9472254056669056,Xeyr,15800.0
Hyundai,Santa Fe,2013,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.637722630140557,Xeyr,21705.88235294118
Toyota,Prius,2012,Liftbek,Mavi,1.8,-0.9003907244184484,Hibrid,Avtomat,-0.3135451612212057,Xeyr,13823.529411764706
Mercedes,C 230,1998,Sedan,Ağ,2.3,0.01775397383277232,Benzin,Avtomat,0.803932409645531,Xeyr,6176.470588235295
Nissan,Tiida,2012,Hetçbek,Qəhvəyi,1.5,-0.8027157565193823,Benzin,Avtomat,-0.9736085266558981,Xeyr,8647.058823529413
Land Rover,Range Rover,2014,Offroader / SUV,Qara,3.0,0.5549662972776355,Dizel,Avtomat,0.04560696408884756,Xeyr,55500.0
Toyota,RAV4,2023,Offroader / SUV,Qara,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,42500.0
Toyota,Camry,2022,Sedan,Ağ,2.5,0.2619413935804374,Hibrid,Avtomat,-1.4783628649294864,Bəli,39500.0
Toyota,RAV4,2021,Offroader / SUV,Yaş Asfalt,2.5,0.2619413935804374,Hibrid,Avtomat,-1.3424674661635203,Xeyr,37800.0
Land Rover,Range Rover,2008,Offroader / SUV,Qara,4.2,2.000555822183813,Benzin,Avtomat,0.31739776162077976,Xeyr,23500.0
BMW,530,2019,Sedan,Gümüşü,2.0,0.5647337940675421,Benzin,Avtomat,-1.1240641467182177,Xeyr,38500.0
Kia,Ceed,2007,Hetçbek,Göy,1.4,-0.8027157565193823,Benzin,Mexaniki,0.19120917705238266,Xeyr,7941.176470588235
Toyota,Prado,2007,Offroader / SUV,Qara,2.7,-0.27527092986442575,Benzin,Avtomat,1.0065815696481792,Xeyr,15882.35294117647
Chevrolet,Malibu,2020,Sedan,Ağ,1.5,-0.3045734202341456,Benzin,Avtomat,-0.8093304031762403,Xeyr,14705.882352941177
Hyundai,Sonata,2012,Sedan,Qırmızı,2.0,0.8089212138152072,Benzin,Avtomat,0.1135546634718306,Xeyr,11117.64705882353
Opel,Vectra,1999,Sedan,Gümüşü,2.0,-0.5389933431919041,Benzin,Avtomat,1.0939428974263004,Xeyr,4000.0
Kia,Rio,2005,Sedan,Mavi,1.5,-0.7929482597294757,Dizel,Mexaniki,1.1385942427351177,Xeyr,7352.941176470588
Mercedes,E 220,2007,Sedan,Boz,2.2,-0.20689845233507956,Dizel,Avtomat,0.70567032952354,Xeyr,16352.94117647059
Mercedes,GL 450,2008,Offroader / SUV,Qara,4.7,1.453576001949043,Benzin,Avtomat,-1.2356925099902614,Xeyr,14058.823529411766
Nissan,Teana,2004,Sedan,Ağ,2.3,-0.17759596196535973,Benzin,Avtomat,0.3707367056364214,Xeyr,5647.058823529412
Hyundai,Veracruz,2008,Offroader / SUV,Ağ,3.8,0.6721762587565148,Benzin,Avtomat,0.38534546100376277,Xeyr,9352.94117647059
Kia,Sportage,2013,Offroader / SUV,Ağ,2.4,-0.15806096838554654,Benzin,Avtomat,0.02774642596532059,Xeyr,17000.0
Kia,Sorento,2012,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,-0.847419942087501,Xeyr,17058.823529411766
Mercedes,C 180,1997,Sedan,Göy,1.8,-0.6757382982505965,Benzin,Avtomat,2.5809394711660936,Xeyr,6176.470588235295
Toyota,Prius,2011,Liftbek,Ağ,1.8,-0.9003907244184484,Hibrid,Variator,1.7054721918731477,Xeyr,12294.117647058823
Kia,Rio,2011,Sedan,Ağ,1.4,-0.9199257179982616,Benzin,Avtomat,1.399707544649724,Xeyr,8058.823529411765
Opel,Meriva,2005,Minivan,Göy,1.4,-0.9882981955276078,Benzin,Mexaniki,0.23003643384265868,Xeyr,5411.764705882353
LADA (VAZ),2107,2001,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.8757153054734147,Xeyr,2647.0588235294117
Mercedes,E 220,2008,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,0.7639112147089541,Xeyr,17000.0
Hyundai,Elantra,2016,Sedan,Göy,1.6,-0.6171333175111569,Dizel,Avtomat,0.3525752562727698,Xeyr,16000.0
LADA (VAZ),2106,2006,Sedan,Mavi,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.08859944900674152,Xeyr,3823.529411764706
Kia,Ceed,2007,Hetçbek,Gümüşü,1.6,-0.6757382982505965,Benzin,Avtomat,0.43387953199160784,Xeyr,8647.058823529413
LADA (VAZ),2107,2006,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.022340735294135487,Xeyr,3941.1764705882356
Mercedes,E 220,2013,Sedan,Gümüşü,2.2,-0.20689845233507956,Dizel,Avtomat,0.657136258535695,Xeyr,27000.0
Nissan,Tiida,2012,Sedan,Ağ,1.5,-0.8027157565193823,Benzin,Avtomat,-1.310250549841789,Xeyr,8941.176470588236
Nissan,Tiida,2011,Hetçbek,Qəhvəyi,1.5,-0.8027157565193823,Benzin,Avtomat,-0.9129797651778822,Xeyr,8705.882352941177
LADA (VAZ),Granta,2021,Sedan,Ağ,1.6,-0.8320182468891021,Benzin,Mexaniki,-1.1095039254218642,Xeyr,9676.470588235294
Toyota,Prius,2005,Liftbek,Gümüşü,1.5,-1.1250431505863003,Hibrid,Variator,0.2118652776648095,Xeyr,8705.882352941177
Hyundai,Sonata,2014,Sedan,Ağ,2.0,-0.25573593628461255,Benzin,Avtomat,-0.5368018877652928,Xeyr,15176.470588235294
Chevrolet,Malibu,2020,Sedan,Ağ,1.5,-0.3045734202341456,Benzin,Avtomat,-0.8093304031762403,Xeyr,14705.882352941177
Mercedes,E 220,2017,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,0.23003643384265868,Xeyr,35500.0
Toyota,Prius,2007,Liftbek,Qızılı,1.5,-1.1250431505863003,Hibrid,Avtomat,2.1614692024323467,Xeyr,7823.529411764706
Kia,Ceed,2007,Hetçbek,Gümüşü,1.6,-0.6757382982505965,Benzin,Avtomat,0.43387953199160784,Xeyr,8647.058823529413
LADA (VAZ),2107,2006,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.022340735294135487,Xeyr,3941.1764705882356
LADA (VAZ),Niva,2019,Offroader / SUV,Göy,1.7,-1.0859731634266738,Benzin,Mexaniki,-0.818299499494794,Xeyr,9941.176470588236
Chevrolet,Cruze,2014,Sedan,Yaş Asfalt,1.4,-0.4999233560322776,Benzin,Avtomat,0.4144659035964698,Xeyr,9352.94117647059
Mercedes,E 200,2004,Sedan,Gümüşü,2.0,-0.27527092986442575,Benzin,Avtomat,1.5501631647120435,Xeyr,10470.588235294117
LADA (VAZ),2107,2006,Sedan,Göy,1.6,-1.1348106473762067,Benzin,Mexaniki,0.35622501841105575,Xeyr,3294.1176470588234
LADA (VAZ),2107,2004,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.5076911519867834,Xeyr,2794.1176470588234
LADA (VAZ),2104,2011,Universal,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.7018177291239659,Xeyr,5588.235294117647
LADA (VAZ),2107,1997,Sedan,Qırmızı,1.5,-1.2324856152752728,Benzin,Mexaniki,-1.1362364917219692,Xeyr,2852.9411764705883
Toyota,Prado,2007,Offroader / SUV,Qara,2.7,-0.27527092986442575,Benzin,Avtomat,0.21062280544752066,Xeyr,18529.41176470588
Hyundai,Matrix,2008,Minivan,Qara,1.6,-0.861320737258822,Benzin,Avtomat,0.055313778286416565,Xeyr,5588.235294117647
Toyota,Prius,2010,Liftbek,Gümüşü,1.8,-0.9003907244184484,Hibrid,Avtomat,0.31739776162077976,Xeyr,10882.35294117647
Hyundai,i30,2008,Universal,Yaş Asfalt,1.6,-0.7441107757799427,Dizel,Mexaniki,0.3692612698783909,Xeyr,9294.117647058823
Hyundai,Santa Fe,2016,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.5562155161604309,Xeyr,25000.0
Opel,Astra,2007,Universal,Ağ,1.9,-0.6952732918304096,Dizel,Avtomat,1.5889904215023196,Xeyr,7352.941176470588
Opel,Vectra,1996,Sedan,Gümüşü,1.6,-0.8906232276285417,Benzin,Avtomat,1.3851473233533704,Xeyr,3294.1176470588234
Mercedes,C 220,2010,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,1.0454088264384551,Xeyr,17000.0
Toyota,Prius,2007,Liftbek,Mavi,1.5,-1.1250431505863003,Hibrid,Avtomat,1.4553761240727823,Xeyr,8411.764705882353
Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.6280158159429879,Xeyr,16235.29411764706
Mercedes,GLE 450 4Matic Coupe,2022,Offroader / SUV,Qara,3.0,1.7172984152765212,Benzin,Avtomat,-1.4783628649294864,Bəli,111764.70588235294
Land Rover,Discovery,2017,Offroader / SUV,Qara,3.0,1.453576001949043,Benzin,Avtomat,-0.7018177291239659,Xeyr,54500.0
Kia,Cerato,2016,Sedan,Ağ,2.0,-0.10922348443601353,Benzin,Avtomat,-0.8378781437312907,Xeyr,14058.823529411766
Mercedes,GLE 43 AMG Coupe ,2018,Offroader / SUV,Qara,3.0,1.9419508414443731,Benzin,Avtomat,-0.750351800111811,Xeyr,71500.0
Kia,Optima,2014,Sedan,Tünd qırmızı,2.0,-0.4022483881332116,Benzin,Avtomat,0.11937875199037201,Xeyr,16352.94117647059
Mercedes,E 250,2009,Sedan,Ağ,2.2,0.12519643852174495,Dizel,Avtomat,0.754204400511385,Xeyr,16411.764705882353
Opel,Antara,2012,Offroader / SUV,Ağ,2.4,-0.23620094270479935,Benzin,Avtomat,0.12326147766939961,Xeyr,11500.0
Land Rover,Range Rover,2011,Offroader / SUV,Ağ,5.0,3.1140504562331652,Benzin,Avtomat,0.14267510606453762,Xeyr,30900.0
Toyota,Corolla,2006,Universal,Gümüşü,1.4,-0.9882981955276078,Dizel,Mexaniki,1.9335823255160194,Xeyr,7823.529411764706
Mercedes,C 200,2001,Sedan,Gümüşü,2.0,-0.27527092986442575,Benzin,Avtomat,1.7832917212950583,Xeyr,6352.941176470588
Toyota,Prius,2009,Liftbek,Yaşıl,1.5,-1.1250431505863003,Hibrid,Avtomat,0.754204400511385,Xeyr,10000.0
Nissan,Maxima,2003,Sedan,Qara,3.0,0.08612645136211854,Benzin,Avtomat,0.8998066134749201,Xeyr,4588.235294117647
Toyota,Prius,2008,Liftbek,Qırmızı,1.5,-1.1250431505863003,Hibrid,Variator,2.210226530146736,Xeyr,9000.0
Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,0.15855545409176053,Xeyr,19529.41176470588
LADA (VAZ),Priora,2012,Sedan,Boz,1.6,-0.910158221208355,Benzin,Mexaniki,-0.813232542483663,Xeyr,7941.176470588235
Mercedes,S 350,2007,Sedan,Qara,3.5,0.789386220235394,Benzin,Avtomat,1.0551156406360243,Xeyr,16500.0
Toyota,Prado,2013,Offroader / SUV,Yaş Asfalt,3.0,-0.011548516536947492,Dizel,Avtomat,0.3659318326086248,Xeyr,32000.0
LADA (VAZ),2107,2010,Sedan,Qara,1.5,-1.2324856152752728,Benzin,Mexaniki,0.9483406844627652,Xeyr,4470.588235294118
Toyota,RAV4,1996,Offroader / SUV,Göy,2.0,-0.5487608399818107,Benzin,Avtomat,0.715377143721109,Xeyr,4882.35294117647
LADA (VAZ),2114,2011,Sedan,Qara,1.5,-1.1152756537963937,Benzin,Mexaniki,1.0259951980433173,Xeyr,4058.823529411765
Mercedes,S 350,2012,Sedan,Qara,3.0,0.7210137427060477,Dizel,Avtomat,1.2395451103898354,Xeyr,27700.0
Hyundai,i30,2013,Hetçbek,Gümüşü,1.6,-0.6171333175111569,Dizel,Avtomat,0.33681139001591776,Xeyr,13411.764705882353
Kia,Rio,2002,Sedan,Qırmızı,1.5,-0.8124832533092889,Benzin,Mexaniki,1.6472313066877335,Xeyr,3058.823529411765
BMW,Z4,2004,Rodster,Sarı,2.2,-0.20689845233507956,Benzin,Avtomat,0.2688636906329347,Xeyr,15588.235294117647
BMW,735,2000,Sedan,Qara,3.5,0.42798883900884965,Benzin,Avtomat,2.249053786937012,Xeyr,8823.529411764706
Toyota,Auris,2008,Hetçbek,Gümüşü,1.4,-0.9882981955276078,Dizel,Mexaniki,1.2395451103898354,Xeyr,8117.64705882353
Toyota,Verso,2011,Minivan,Boz,1.4,-0.9882981955276078,Dizel,Mexaniki,0.4144659035964698,Xeyr,10294.117647058823
Chevrolet,Lacetti,2006,Hetçbek,Gümüşü,1.6,-0.8027157565193823,Benzin,Mexaniki,0.4727067887818838,Xeyr,4823.529411764706
Hyundai,Elantra,2013,Sedan,Boz,1.8,-0.4022483881332116,Benzin,Avtomat,-0.1679429482576706,Xeyr,12823.529411764706
Chevrolet,Cobalt,2023,Sedan,Qara,1.5,-0.8320182468891021,Benzin,Avtomat,-1.4783628649294864,Bəli,13529.411764705883
Land Rover,Range Rover,2013,Offroader / SUV,Qara,5.0,3.1140504562331652,Benzin,Avtomat,-0.42032011739446473,Xeyr,63000.0
Mercedes,S 600,2007,Sedan,Qara,6.0,3.3094003920312973,Benzin,Avtomat,-1.1774516248048472,Xeyr,75000.0
Mercedes,E 200,2010,Sedan,Qara,2.2,-0.5389933431919041,Dizel,Avtomat,1.1910110394019904,Xeyr,14647.058823529413
Mercedes,Viano,2016,Minivan,Qara,2.2,-0.27527092986442575,Dizel,Avtomat,-0.11940887726982555,Xeyr,48500.0
Mercedes,CLA 250,2014,Sedan,Qara,2.0,0.19356891605109117,Benzin,Avtomat,-0.5659223303579999,Xeyr,24500.0
Mercedes,E 400,2014,Sedan,Qara,3.0,1.3852035244196967,Benzin,Avtomat,0.07472740668155457,Xeyr,27800.0
BMW,X5,2006,Offroader / SUV,Qara,4.8,1.648925937747175,Benzin,Avtomat,1.0454088264384551,Xeyr,17529.41176470588
Hyundai,i30,2008,Hetçbek,Qara,1.4,-0.8027157565193823,Benzin,Mexaniki,0.14267510606453762,Xeyr,7000.0
Mercedes,S 320,2000,Sedan,Qara,3.2,0.320546374319877,Benzin,Avtomat,0.9871679412530412,Xeyr,7647.058823529412
Opel,Astra,2005,Universal,Gümüşü,1.4,-0.9882981955276078,Benzin,Mexaniki,0.7328494092767333,Xeyr,7000.0
Toyota,Camry,2011,Sedan,Qızılı,2.5,-0.09945598764610691,Benzin,Avtomat,0.2769300532311145,Xeyr,12882.35294117647
Kia,Cerato,2021,Sedan,Boz,2.0,-0.4022483881332116,Benzin,Avtomat,-1.3424674661635203,Xeyr,26411.764705882353
Mercedes,C 200,2015,Sedan,Qara,1.6,-0.34364340739377197,Dizel,Avtomat,0.10384784927426159,Xeyr,27647.058823529413
Opel,Vita,1997,Hetçbek,Göy,1.4,-0.9882981955276078,Benzin,Avtomat,2.647256425763885,Xeyr,2647.0588235294117
Kia,Cadenza,2010,Sedan,Yaş Asfalt,3.5,0.9652011624537128,Benzin,Avtomat,0.2640102835341502,Xeyr,14411.764705882353
Kia,Rio,2006,Hetçbek,Göy,1.5,-0.8027157565193823,Dizel,Mexaniki,1.8704880332318208,Xeyr,6941.176470588235
Toyota,Corolla,2006,Sedan,Gümüşü,1.4,-0.9882981955276078,Dizel,Mexaniki,0.6309278602022587,Xeyr,8647.058823529413
Opel,Astra,2005,Hetçbek,Qara,1.4,-0.9882981955276078,Benzin,Mexaniki,0.4435863461891768,Xeyr,6647.058823529412
LADA (VAZ),2106,1996,Sedan,Tünd qırmızı,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.9068256449766233,Xeyr,2941.1764705882356
LADA (VAZ),Niva,2011,Offroader / SUV,Ağ,1.7,-1.0859731634266738,Benzin,Mexaniki,1.1133565258214382,Xeyr,5588.235294117647
LADA (VAZ),2107,2012,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-1.3182004306695978,Xeyr,5117.64705882353
Toyota,Camry,2010,Sedan,Qara,2.4,-0.23620094270479935,Benzin,Avtomat,0.4144659035964698,Xeyr,12823.529411764706
Hyundai,Accent,2019,Sedan,Ağ,1.6,-0.4999233560322776,Benzin,Avtomat,-1.0318494118413122,Xeyr,17529.41176470588
Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.4,-0.15806096838554654,Benzin,Avtomat,0.14655783174356524,Xeyr,18705.88235294118
Mercedes,E 220,2013,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,0.5115340455721599,Xeyr,22500.0
Toyota,Prado,2011,Offroader / SUV,Qara,4.0,0.5647337940675421,Benzin,Avtomat,-0.4688541883823098,Xeyr,34500.0
Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.6086021875478499,Xeyr,15000.0
LADA (VAZ),Niva,2015,Offroader / SUV,Göy,1.7,-1.0859731634266738,Benzin,Mexaniki,-0.847419942087501,Xeyr,7294.117647058823
Kia,Optima,2018,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-1.0483509959771795,Xeyr,19941.176470588234
Hyundai,Accent,2019,Sedan,Ağ,1.6,-0.4999233560322776,Benzin,Avtomat,-1.0318494118413122,Xeyr,17529.41176470588
Hyundai,Santa Fe,2012,Offroader / SUV,Qara,2.4,-0.16782846517545313,Benzin,Avtomat,-0.7649120214081645,Xeyr,20294.117647058825
