,Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price,Price_currency,Link
3827,Mercedes,Sprinter 313,2010,Furqon,Boz,2.2,129,Dizel,Mexaniki,321214,Xeyr,24000,AZN,https://turbo.az//autos/7117192-mercedes-sprinter-313
3828,Kia,Sorento,2009,Offroader / SUV,Qara,2.0,184,Dizel,Avtomat,160000,Xeyr,27800,AZN,https://turbo.az//autos/7427063-kia-sorento
3829,Land Rover,RR Sport,2016,Offroader / SUV,Qara,3.0,306,Dizel,Avtomat,101000,Xeyr,56777,USD,https://turbo.az//autos/7439446-land-rover-rr-sport
3830,Nissan,Tiida,2007,Sedan,Gümüşü,1.6,110,Benzin,Avtomat,324000,Xeyr,13300,AZN,https://turbo.az//autos/7427495-nissan-tiida
3831,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0,282,Benzin,Avtomat,113000,Xeyr,41500,USD,https://turbo.az//autos/7422116-toyota-land-cruiser
3832,Mercedes,E 200,2007,Sedan,Qara,1.8,184,Benzin,Avtomat,235000,Xeyr,25600,AZN,https://turbo.az//autos/7431611-mercedes-e-200
3833,Toyota,Prado,2020,Offroader / SUV,Qara,2.7,163,Benzin,Avtomat,75000,Xeyr,49500,USD,https://turbo.az//autos/7439436-toyota-prado
3834,Hyundai,Grandeur,2012,Sedan,Ağ,2.4,180,Benzin,Avtomat,163478,Xeyr,32574,AZN,https://turbo.az//autos/7398877-hyundai-grandeur
3835,Mercedes,190,1991,Sedan,Yaş Asfalt,2.0,122,Benzin,Mexaniki,245427,Xeyr,4900,AZN,https://turbo.az//autos/7418742-mercedes-190
3836,Kia,Sorento,2012,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,160000,Xeyr,35900,AZN,https://turbo.az//autos/7439445-kia-sorento
3837,Mercedes,C 180,1998,Universal,Gümüşü,1.8,122,Benzin,Mexaniki,606000,Xeyr,10000,AZN,https://turbo.az//autos/7431878-mercedes-c-180
3838,BMW,528,2012,Sedan,Ağ,2.0,245,Benzin,Avtomat,108000,Xeyr,19000,USD,https://turbo.az//autos/7425967-bmw-528
3839,Kia,Ceed,2010,Universal,Gümüşü,1.6,115,Dizel,Mexaniki,222222,Xeyr,15900,AZN,https://turbo.az//autos/7439435-kia-ceed
3840,Toyota,Land Cruiser,2012,Offroader / SUV,Qara,4.0,282,Benzin,Avtomat,125000,Xeyr,37800,USD,https://turbo.az//autos/7388223-toyota-land-cruiser
3841,Toyota,Prado,2013,Offroader / SUV,Qara,2.7,167,Benzin,Avtomat,175000,Xeyr,45800,AZN,https://turbo.az//autos/7433114-toyota-prado
3842,Opel,Astra,2005,Hetçbek,Boz,1.4,90,Benzin,Mexaniki,144000,Xeyr,12400,AZN,https://turbo.az//autos/7416269-opel-astra
3843,Toyota,Land Cruiser,2014,Offroader / SUV,Ağ,4.6,309,Benzin,Avtomat,98000,Xeyr,48800,USD,https://turbo.az//autos/7422039-toyota-land-cruiser
3844,BMW,525,2006,Sedan,Qara,2.5,218,Benzin,Avtomat,220000,Xeyr,16500,AZN,https://turbo.az//autos/7439434-bmw-525
3845,BMW,X5,2015,Offroader / SUV,Qara,3.0,306,Dizel,Avtomat,185000,Xeyr,43500,USD,https://turbo.az//autos/7426906-bmw-x5
3846,Audi,Q7,2015,Offroader / SUV,Yaş Asfalt,3.0,333,Benzin,Avtomat,75000,Xeyr,45000,USD,https://turbo.az//autos/7439432-audi-q7
3847,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0,282,Benzin,Avtomat,92000,Xeyr,45900,USD,https://turbo.az//autos/7422108-toyota-land-cruiser
3848,Toyota,Prado,2015,Offroader / SUV,Ağ,2.7,163,Benzin,Avtomat,115000,Xeyr,35800,USD,https://turbo.az//autos/7422172-toyota-prado
3849,Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0,282,Benzin,Avtomat,129000,Xeyr,43500,USD,https://turbo.az//autos/7422118-toyota-land-cruiser
3850,Mercedes,E 200,1991,Sedan,Göy,2.0,136,Dizel,Mexaniki,234578,Xeyr,5700,AZN,https://turbo.az//autos/7428448-mercedes-e-200
3851,Toyota,Camry,2021,Sedan,Qara,2.5,181,Benzin,Avtomat,49000,Xeyr,42500,USD,https://turbo.az//autos/7422164-toyota-camry
3852,Mitsubishi,Outlander,2013,Offroader / SUV,Göy,2.4,170,Benzin,Avtomat,284800,Xeyr,23900,AZN,https://turbo.az//autos/7372302-mitsubishi-outlander
3853,BMW,X3 M,2023,Offroader / SUV,Göy,3.0,510,Benzin,Avtomat,0,Bəli,125000,EUR,https://turbo.az//autos/7387945-bmw-x3-m
3854,Mercedes,S 63 AMG,2015,Sedan,Qara,5.5,585,Benzin,Avtomat,62000,Xeyr,75555,USD,https://turbo.az//autos/7294422-mercedes-s-63-amg
3855,Porsche,Cayenne GTS Coupe,2022,Offroader / SUV,Qara,4.0,460,Benzin,Avtomat,500,Xeyr,175999,USD,https://turbo.az//autos/7202269-porsche-cayenne-gts-coupe
3856,Land Rover,RR Sport,2014,Offroader / SUV,Gümüşü,3.0,340,Benzin,Avtomat,130000,Xeyr,39000,USD,https://turbo.az//autos/7357410-land-rover-rr-sport
3857,Toyota,Camry,2019,Sedan,Göy,2.5,200,Benzin,Avtomat,70000,Xeyr,32500,USD,https://turbo.az//autos/7440077-toyota-camry
3858,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,4.0,282,Benzin,Avtomat,355000,Xeyr,32900,USD,https://turbo.az//autos/7391710-toyota-land-cruiser
3859,Toyota,Land Cruiser,2011,Offroader / SUV,Ağ,4.0,282,Benzin,Avtomat,229680,Xeyr,35000,USD,https://turbo.az//autos/7399057-toyota-land-cruiser
3860,Volkswagen,ID.6,2022,Offroader / SUV,Ağ,0.0,204,Elektro,Avtomat,0,Bəli,41300,USD,https://turbo.az//autos/7427247-volkswagen-id-6
3861,Mazda,6,2018,Sedan,Ağ,2.5,192,Benzin,Avtomat,66200,Xeyr,26000,USD,https://turbo.az//autos/7432766-mazda-6
3862,Ford,Explorer,2016,Offroader / SUV,Ağ,2.3,280,Benzin,Avtomat,109435,Xeyr,26000,USD,https://turbo.az//autos/7062831-ford-explorer
3863,Kia,Optima,2012,Sedan,Ağ,2.0,274,Hibrid,Avtomat,242000,Xeyr,24200,AZN,https://turbo.az//autos/7424051-kia-optima
3864,GAZ,2705,1997,Furqon,Mavi,2.4,131,Benzin,Mexaniki,300000,Xeyr,3200,AZN,https://turbo.az//autos/7439431-gaz-2705
3865,Hyundai,Santa Fe,2016,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,135000,Xeyr,42500,AZN,https://turbo.az//autos/7434744-hyundai-santa-fe
3866,Opel,Astra,2007,Universal,Gümüşü,1.3,90,Dizel,Mexaniki,223000,Xeyr,12200,AZN,https://turbo.az//autos/7430895-opel-astra
3867,Hyundai,Elantra,2012,Sedan,Qara,1.8,150,Benzin,Avtomat,244178,Xeyr,21800,AZN,https://turbo.az//autos/7406634-hyundai-elantra
3868,Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,4.0,282,Benzin,Avtomat,130000,Xeyr,39800,USD,https://turbo.az//autos/7422082-toyota-land-cruiser
3869,Toyota,Land Cruiser,2014,Offroader / SUV,Ağ,4.0,282,Benzin,Avtomat,75000,Xeyr,47800,USD,https://turbo.az//autos/7422099-toyota-land-cruiser
3870,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8,122,Benzin,Mexaniki,529588,Xeyr,5600,AZN,https://turbo.az//autos/7427290-mercedes-c-180
3871,Land Rover,Range Rover,2012,Offroader / SUV,Qara,5.0,510,Benzin,Avtomat,80000,Xeyr,35800,USD,https://turbo.az//autos/7422013-land-rover-range-rover
3872,Kia,Sportage,2014,Offroader / SUV,Mavi,2.0,163,Benzin,Avtomat,100000,Xeyr,31700,AZN,https://turbo.az//autos/7418633-kia-sportage
3873,Kia,Rio,2005,Hetçbek,Qara,1.4,97,Benzin,Mexaniki,231000,Xeyr,10500,AZN,https://turbo.az//autos/7434726-kia-rio
3874,Mercedes,E 220,2012,Sedan,Qara,2.2,170,Dizel,Avtomat,249000,Xeyr,35800,AZN,https://turbo.az//autos/7418643-mercedes-e-220
3875,Chevrolet,Malibu,2017,Sedan,Qara,1.5,160,Benzin,Avtomat,149000,Xeyr,21000,AZN,https://turbo.az//autos/7434808-chevrolet-malibu
3876,Mercedes,GL 350,2013,Offroader / SUV,Qara,3.0,258,Dizel,Avtomat,168391,Xeyr,32500,USD,https://turbo.az//autos/7401845-mercedes-gl-350
3877,Toyota,Corolla,2005,Hetçbek,Gümüşü,1.4,97,Benzin,Mexaniki,147600,Xeyr,14900,AZN,https://turbo.az//autos/7318522-toyota-corolla
3878,Toyota,RAV4,2022,Offroader / SUV,Ağ,2.5,218,Hibrid,Avtomat,20000,Xeyr,38700,USD,https://turbo.az//autos/7392445-toyota-rav4
3879,Kia,Sportage,2012,Offroader / SUV,Qara,2.0,163,Benzin,Avtomat,187000,Xeyr,26500,AZN,https://turbo.az//autos/7434994-kia-sportage
3880,Ford,Transit,2008,Yük maşını,Ağ,2.4,140,Dizel,Mexaniki,108000,Xeyr,28500,AZN,https://turbo.az//autos/7244526-ford-transit
3881,Opel,Vectra,1999,Sedan,Qızılı,1.8,116,Benzin,Avtomat,243494,Xeyr,5500,AZN,https://turbo.az//autos/7406479-opel-vectra
3882,BMW,535,2015,Sedan,Göy,3.0,306,Benzin,Avtomat,137000,Xeyr,30900,USD,https://turbo.az//autos/7313507-bmw-535
3883,Nissan,Sunny,2012,Sedan,Qara,1.5,99,Benzin,Avtomat,180000,Xeyr,13200,AZN,https://turbo.az//autos/7429378-nissan-sunny
3884,Mercedes,C 230,1997,Sedan,Qara,2.3,150,Benzin,Avtomat,185600,Xeyr,8200,AZN,https://turbo.az//autos/7432359-mercedes-c-230
3885,Mercedes,E 220,2006,Universal,Yaş Asfalt,2.2,170,Dizel,Avtomat,315000,Xeyr,17700,AZN,https://turbo.az//autos/7341719-mercedes-e-220
3886,Kia,Optima,2016,Sedan,Tünd qırmızı,2.4,188,Benzin,Avtomat,75000,Xeyr,25800,AZN,https://turbo.az//autos/7426007-kia-optima
3887,Ford,Transit,2010,Yük maşını,Ağ,2.4,140,Dizel,Mexaniki,168000,Xeyr,29900,AZN,https://turbo.az//autos/7349682-ford-transit
3888,Haval,H6,2022,Offroader / SUV,Ağ,1.5,243,Hibrid,Avtomat,0,Bəli,56500,AZN,https://turbo.az//autos/6586909-haval-h6
3889,Lexus,NX 350h,2023,Offroader / SUV,Qara,2.5,245,Hibrid,Avtomat,0,Bəli,56800,USD,https://turbo.az//autos/7270736-lexus-nx-350h
3890,Nissan,Note,2014,Hetçbek,Ağ,1.2,80,Benzin,Avtomat,33568,Xeyr,14900,AZN,https://turbo.az//autos/7307790-nissan-note
3891,Hyundai,Elantra,2023,Sedan,Qara,2.0,150,Benzin,Avtomat,0,Bəli,45900,AZN,https://turbo.az//autos/6768359-hyundai-elantra
3892,BMW,530e,2020,Sedan,Qara,2.0,292,Plug-in Hibrid,Avtomat,53500,Xeyr,48500,USD,https://turbo.az//autos/7430564-bmw-530e
3893,Toyota,Camry,2018,Sedan,Yaş Asfalt,2.5,205,Benzin,Avtomat,92000,Xeyr,45500,AZN,https://turbo.az//autos/7376267-toyota-camry
3894,Audi,Q7,2015,Offroader / SUV,Yaş Asfalt,3.0,333,Benzin,Avtomat,75000,Xeyr,45000,USD,https://turbo.az//autos/7439432-audi-q7
3895,Land Rover,Range Rover,2023,Offroader / SUV,Qara,4.4,530,Benzin,Avtomat,0,Bəli,318500,USD,https://turbo.az//autos/7372028-land-rover-range-rover
3896,Nissan,Sunny,2017,Sedan,Gümüşü,1.6,110,Benzin,Avtomat,156000,Xeyr,17900,AZN,https://turbo.az//autos/7353491-nissan-sunny
3897,Toyota,C-HR,2021,Offroader / SUV,Göy,1.8,98,Hibrid,Avtomat,13450,Xeyr,29500,USD,https://turbo.az//autos/7389975-toyota-c-hr
3898,Mercedes,Sprinter 313,2008,Furqon,Ağ,2.2,150,Dizel,Mexaniki,208400,Xeyr,27900,AZN,https://turbo.az//autos/7328954-mercedes-sprinter-313
3899,Volkswagen,Passat,2009,Sedan,Ağ,1.8,160,Benzin,Avtomat,218000,Xeyr,14900,AZN,https://turbo.az//autos/7327103-volkswagen-passat
3900,Ford,Transit,2010,Yük maşını,Ağ,2.4,140,Dizel,Mexaniki,168000,Xeyr,29900,AZN,https://turbo.az//autos/7349682-ford-transit
3901,Chevrolet,Cruze,2015,Sedan,Qara,1.4,141,Benzin,Avtomat,71000,Xeyr,16300,AZN,https://turbo.az//autos/7439433-chevrolet-cruze
3902,Toyota,Prius,2007,Hetçbek,Mavi,1.5,76,Hibrid,Avtomat,310785,Xeyr,14900,AZN,https://turbo.az//autos/7401162-toyota-prius
3903,Land Rover,Range Rover,2014,Offroader / SUV,Ağ,5.0,550,Benzin,Avtomat,114000,Xeyr,62500,USD,https://turbo.az//autos/7425968-land-rover-range-rover
3904,Nissan,X-Trail,2012,Offroader / SUV,Qara,2.5,170,Benzin,Avtomat,160000,Xeyr,24800,AZN,https://turbo.az//autos/7425931-nissan-x-trail
3905,LADA (VAZ),Priora,2017,Sedan,Yaş Asfalt,1.6,106,Benzin,Mexaniki,80000,Xeyr,16200,AZN,https://turbo.az//autos/7259261-lada-vaz-priora
3906,Ford,Transit,2010,Yük maşını,Yaş Asfalt,2.4,140,Dizel,Mexaniki,137000,Xeyr,30400,AZN,https://turbo.az//autos/7349728-ford-transit
3907,Volkswagen,Passat,2008,Sedan,Ağ,1.8,160,Benzin,Avtomat,120000,Xeyr,14500,AZN,https://turbo.az//autos/7388596-volkswagen-passat
3908,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,142000,Xeyr,23000,AZN,https://turbo.az//autos/7395236-hyundai-santa-fe
3909,Kia,Sorento,2016,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,158000,Xeyr,43742,AZN,https://turbo.az//autos/7251676-kia-sorento
3910,Opel,Astra,2006,Hetçbek,Yaş Asfalt,1.3,90,Dizel,Mexaniki,246523,Xeyr,11900,AZN,https://turbo.az//autos/7439429-opel-astra
3911,Porsche,Cayenne Turbo,2009,Offroader / SUV,Qara,4.8,550,Benzin,Avtomat,87000,Xeyr,22900,USD,https://turbo.az//autos/6754081-porsche-cayenne-turbo
3912,Audi,A5,2013,Liftbek,Qara,2.0,211,Benzin,Avtomat,35000,Xeyr,22900,USD,https://turbo.az//autos/7036023-audi-a5
3913,Lexus,LS 460,2007,Sedan,Qara,4.6,380,Benzin,Avtomat,235232,Xeyr,21500,AZN,https://turbo.az//autos/7409314-lexus-ls-460
3914,Ford,Escape,2021,Offroader / SUV,Ağ,2.0,240,Benzin,Avtomat,34000,Xeyr,25900,USD,https://turbo.az//autos/7121329-ford-escape
3915,Volkswagen,ID.6,2022,Offroader / SUV,Yaş Asfalt,0.0,202,Elektro,Avtomat,0,Bəli,38500,USD,https://turbo.az//autos/7147885-volkswagen-id-6
3916,Toyota,Land Cruiser,2012,Offroader / SUV,Qara,4.0,282,Benzin,Avtomat,97000,Xeyr,38700,USD,https://turbo.az//autos/7366354-toyota-land-cruiser
3917,Hyundai,Sonata,2015,Sedan,Ağ,2.0,245,Benzin,Avtomat,101800,Xeyr,27500,AZN,https://turbo.az//autos/7231103-hyundai-sonata
3918,Land Rover,RR Sport,2012,Offroader / SUV,Göy,3.0,245,Dizel,Avtomat,148000,Xeyr,26900,USD,https://turbo.az//autos/7160442-land-rover-rr-sport
3919,Mercedes,Sprinter 315,2009,Yük maşını,Ağ,2.2,150,Dizel,Mexaniki,178000,Xeyr,29900,AZN,https://turbo.az//autos/7420204-mercedes-sprinter-315
3920,Volkswagen,ID.6,2023,Offroader / SUV,Göy,0.0,210,Elektro,Avtomat,0,Bəli,45900,USD,https://turbo.az//autos/7171351-volkswagen-id-6
3921,Toyota,Camry,2022,Sedan,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,39500,USD,https://turbo.az//autos/7415573-toyota-camry
3922,Chevrolet,Cruze,2014,Sedan,Qırmızı,1.4,141,Benzin,Avtomat,225000,Xeyr,14500,AZN,https://turbo.az//autos/7431183-chevrolet-cruze
3923,Opel,Astra,2005,Hetçbek,Boz,1.4,90,Benzin,Mexaniki,170111,Xeyr,11500,AZN,https://turbo.az//autos/7363504-opel-astra
3924,Hongqi,HS5,2022,Offroader / SUV,Ağ,2.0,225,Benzin,Avtomat,0,Bəli,59900,AZN,https://turbo.az//autos/6096323-hongqi-hs5
3925,GAZ,221717,2023,Mikroavtobus,Ağ,2.7,131,Benzin,Mexaniki,0,Bəli,37500,AZN,https://turbo.az//autos/6989447-gaz-221717
3926,Nissan,Patrol,2022,Offroader / SUV,Qara,4.0,275,Benzin,Avtomat,0,Bəli,109999,USD,https://turbo.az//autos/6501754-nissan-patrol
3927,LADA (VAZ),Largus,2022,Furqon,Qızılı,1.6,90,Benzin,Mexaniki,0,Bəli,24900,AZN,https://turbo.az//autos/6281012-lada-vaz-largus
3928,Opel,Astra,2003,Liftbek,Göy,1.6,101,Benzin,Avtomat,235000,Xeyr,6500,AZN,https://turbo.az//autos/7409654-opel-astra
3929,Mercedes,C 250,2012,Sedan,Boz,1.8,204,Benzin,Avtomat,196000,Xeyr,25500,AZN,https://turbo.az//autos/7373558-mercedes-c-250
3930,Volkswagen,Polo,2012,Hetçbek,Ağ,1.4,85,Benzin,Mexaniki,244000,Xeyr,14500,AZN,https://turbo.az//autos/7438421-volkswagen-polo
3931,Volkswagen,Scirocco,2008,Hetçbek,Qırmızı,2.0,211,Benzin,Robotlaşdırılmış,130000,Xeyr,22000,AZN,https://turbo.az//autos/6343994-volkswagen-scirocco
3932,Hyundai,i30,2011,Universal,Ağ,1.6,116,Dizel,Mexaniki,110000,Xeyr,16600,AZN,https://turbo.az//autos/7437124-hyundai-i30
3933,Lexus,GX 460,2014,Offroader / SUV,Qara,4.6,296,Benzin,Avtomat,96000,Xeyr,44500,USD,https://turbo.az//autos/7431501-lexus-gx-460
3934,Chevrolet,Camaro,1998,Kabriolet,Göy,3.8,193,Benzin,Avtomat,245000,Xeyr,20000,AZN,https://turbo.az//autos/7303559-chevrolet-camaro
3935,Lexus,NX 300h,2021,Offroader / SUV,Ağ,2.5,143,Hibrid,Avtomat,26200,Xeyr,47900,USD,https://turbo.az//autos/7397410-lexus-nx-300h
3936,Toyota,Corolla,2023,Sedan,Ağ,1.8,178,Hibrid,Avtomat,0,Bəli,23500,USD,https://turbo.az//autos/7180318-toyota-corolla
3937,Toyota,Corolla,2023,Sedan,Mavi,1.8,178,Hibrid,Avtomat,0,Bəli,23500,USD,https://turbo.az//autos/7180332-toyota-corolla
3938,Nissan,Tiida,2012,Hetçbek,Ağ,1.5,109,Benzin,Avtomat,73000,Xeyr,15200,AZN,https://turbo.az//autos/7408539-nissan-tiida
3939,Toyota,Auris,2010,Hetçbek,Yaş Asfalt,1.4,90,Dizel,Mexaniki,149500,Xeyr,15300,AZN,https://turbo.az//autos/7395065-toyota-auris
3940,Porsche,Cayenne GTS,2009,Offroader / SUV,Ağ,4.8,405,Benzin,Avtomat,112000,Xeyr,23900,USD,https://turbo.az//autos/7208545-porsche-cayenne-gts
3941,Lexus,ES 300h,2019,Sedan,Qara,2.5,218,Hibrid,Avtomat,62000,Xeyr,43900,USD,https://turbo.az//autos/7183446-lexus-es-300h
3942,Chevrolet,Nexia,2022,Sedan,Ağ,1.5,106,Benzin,Mexaniki,62000,Xeyr,21500,AZN,https://turbo.az//autos/7439423-chevrolet-nexia
3943,Ford,Transit,2009,Furqon,Gümüşü,2.4,140,Dizel,Mexaniki,202000,Xeyr,27900,AZN,https://turbo.az//autos/7420207-ford-transit
3944,Toyota,Camry,2022,Sedan,Ağ,2.5,218,Hibrid,Avtomat,4200,Xeyr,37500,USD,https://turbo.az//autos/7394115-toyota-camry
3945,Mercedes,S 550,2017,Sedan,Qara,3.0,430,Plug-in Hibrid,Avtomat,89000,Xeyr,65000,USD,https://turbo.az//autos/7276874-mercedes-s-550
3946,Mercedes,S 320,2002,Sedan,Gümüşü,3.2,224,Benzin,Avtomat,316000,Xeyr,9300,AZN,https://turbo.az//autos/7419201-mercedes-s-320
3947,Land Rover,Discovery,2013,Offroader / SUV,Qara,3.0,249,Dizel,Avtomat,243000,Xeyr,30000,USD,https://turbo.az//autos/7407689-land-rover-discovery
3948,Mercedes,E 320,2000,Sedan,Ağ,3.2,197,Dizel,Avtomat,322636,Xeyr,17500,AZN,https://turbo.az//autos/7439424-mercedes-e-320
3949,Mercedes,ML 350,2006,Offroader / SUV,Tünd qırmızı,3.5,272,Benzin,Avtomat,225000,Xeyr,18542,AZN,https://turbo.az//autos/7360908-mercedes-ml-350
3950,Lexus,GX 470,2009,Offroader / SUV,Qara,4.7,273,Benzin,Avtomat,134000,Xeyr,37500,AZN,https://turbo.az//autos/7277008-lexus-gx-470
3951,Toyota,Camry,2022,Sedan,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,35500,USD,https://turbo.az//autos/7285311-toyota-camry
3952,Honda,Pilot,2012,Offroader / SUV,Ağ,3.5,249,Benzin,Avtomat,218000,Xeyr,32500,AZN,https://turbo.az//autos/7047887-honda-pilot
3953,Mercedes,E 240,1999,Sedan,Göy,2.4,170,Benzin,Avtomat,285000,Xeyr,12800,AZN,https://turbo.az//autos/7018927-mercedes-e-240
3954,Mercedes,C 180,1996,Sedan,Gümüşü,1.8,122,Benzin,Avtomat,230000,Xeyr,9500,AZN,https://turbo.az//autos/7131886-mercedes-c-180
3955,Avia,31,1988,Yük maşını,Göy,3.7,170,Dizel,Mexaniki,111111,Xeyr,8000,AZN,https://turbo.az//autos/7439420-avia-31
3956,Toyota,Camry,2022,Sedan,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,38500,USD,https://turbo.az//autos/7285244-toyota-camry
3957,Kia,Sorento,2012,Offroader / SUV,Ağ,2.4,174,Benzin,Avtomat,143000,Xeyr,29800,AZN,https://turbo.az//autos/7241128-kia-sorento
3958,Mitsubishi,Mirage,2016,Sedan,Ağ,1.2,78,Benzin,Avtomat,76000,Xeyr,15842,AZN,https://turbo.az//autos/7364863-mitsubishi-mirage
3959,Chevrolet,Cruze,2016,Hetçbek,Göy,1.4,153,Benzin,Avtomat,110000,Xeyr,19500,AZN,https://turbo.az//autos/7260409-chevrolet-cruze
3960,Volkswagen,ID.6,2022,Offroader / SUV,Boz,0.0,204,Elektro,Avtomat,0,Bəli,75900,AZN,https://turbo.az//autos/6482995-volkswagen-id-6
3961,Infiniti,FX35,2011,Offroader / SUV,Qəhvəyi,3.5,303,Benzin,Avtomat,149000,Xeyr,18000,USD,https://turbo.az//autos/7339839-infiniti-fx35
3962,Mercedes,S 500 4Matic,2023,Sedan,Qara,3.0,449,Benzin,Avtomat,0,Bəli,315950,AZN,https://turbo.az//autos/7355936-mercedes-s-500-4matic
3963,Nissan,Note,2014,Hetçbek,Ağ,1.2,98,Benzin,Avtomat,38500,Xeyr,14900,AZN,https://turbo.az//autos/7311302-nissan-note
3964,Hyundai,Elantra,2014,Sedan,Ağ,1.8,150,Benzin,Avtomat,174000,Xeyr,24900,AZN,https://turbo.az//autos/7368585-hyundai-elantra
3965,Nissan,Sunny,2007,Sedan,Qızılı,1.3,90,Benzin,Mexaniki,345314,Xeyr,11500,AZN,https://turbo.az//autos/7355091-nissan-sunny
3966,Toyota,Prius,2008,Liftbek,Göy,1.5,76,Hibrid,Avtomat,120000,Xeyr,13600,AZN,https://turbo.az//autos/7402101-toyota-prius
3967,Toyota,Camry,2008,Sedan,Qara,2.4,167,Benzin,Avtomat,188000,Xeyr,18800,AZN,https://turbo.az//autos/7395444-toyota-camry
3968,Mercedes,E 220,2015,Sedan,Gümüşü,2.2,170,Dizel,Avtomat,95000,Xeyr,24900,USD,https://turbo.az//autos/7396861-mercedes-e-220
3969,Kia,Sorento,2010,Offroader / SUV,Gümüşü,3.5,277,Benzin,Avtomat,204000,Xeyr,22900,AZN,https://turbo.az//autos/7395176-kia-sorento
3970,Kia,Sorento,2014,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,167000,Xeyr,41000,AZN,https://turbo.az//autos/7366233-kia-sorento
3971,Land Rover,Discovery,2013,Offroader / SUV,Qara,5.0,375,Benzin,Avtomat,95650,Xeyr,29500,USD,https://turbo.az//autos/7423996-land-rover-discovery
3972,Chevrolet,Cruze,2016,Hetçbek,Göy,1.4,153,Benzin,Avtomat,110000,Xeyr,19500,AZN,https://turbo.az//autos/7260409-chevrolet-cruze
3973,Ford,Fusion,2017,Sedan,Qara,1.5,181,Benzin,Avtomat,68000,Xeyr,26000,AZN,https://turbo.az//autos/7268698-ford-fusion
3974,Hyundai,ix35,2015,Offroader / SUV,Qara,2.0,166,Benzin,Avtomat,105000,Xeyr,28500,AZN,https://turbo.az//autos/7376759-hyundai-ix35
3975,BMW,528,2015,Sedan,Qara,2.0,245,Benzin,Avtomat,65000,Xeyr,25900,USD,https://turbo.az//autos/7288540-bmw-528
3976,Hyundai,i30,2009,Universal,Qara,1.4,109,Benzin,Mexaniki,226000,Xeyr,14700,AZN,https://turbo.az//autos/7311151-hyundai-i30
3977,Toyota,Prado,2004,Offroader / SUV,Ağ,2.7,163,Benzin,Avtomat,245000,Xeyr,26900,AZN,https://turbo.az//autos/7269791-toyota-prado
3978,Mercedes,CL 63 AMG,2008,Kupe,Boz,6.2,525,Benzin,Avtomat,109000,Xeyr,29900,USD,https://turbo.az//autos/7304087-mercedes-cl-63-amg
3979,Toyota,Prado,2020,Offroader / SUV,Yaş Asfalt,2.7,167,Benzin,Avtomat,12255,Xeyr,54500,USD,https://turbo.az//autos/7395409-toyota-prado
3980,Hyundai,Sonata,2011,Sedan,Gümüşü,2.4,178,Benzin,Avtomat,180000,Xeyr,18300,AZN,https://turbo.az//autos/7330305-hyundai-sonata
3981,Toyota,RAV4,2023,Offroader / SUV,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,42000,USD,https://turbo.az//autos/7316417-toyota-rav4
3982,BMW,528,2014,Sedan,Yaş Asfalt,2.0,245,Benzin,Avtomat,95000,Xeyr,22300,USD,https://turbo.az//autos/7431578-bmw-528
3983,Toyota,Camry,2018,Sedan,Boz,2.5,205,Benzin,Avtomat,91250,Xeyr,24500,USD,https://turbo.az//autos/7398088-toyota-camry
3984,Land Rover,RR Sport,2016,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,44000,Xeyr,47500,USD,https://turbo.az//autos/7439419-land-rover-rr-sport
3985,Hyundai,Elantra,2018,Sedan,Boz,2.0,150,Benzin,Avtomat,74500,Xeyr,27900,AZN,https://turbo.az//autos/7329061-hyundai-elantra
3986,Infiniti,M37S,2011,Sedan,Qara,3.7,333,Benzin,Avtomat,156000,Xeyr,17800,USD,https://turbo.az//autos/7302381-infiniti-m37s
3987,Kia,Rio,2009,Hetçbek,Gümüşü,1.6,112,Benzin,Avtomat,184000,Xeyr,14200,AZN,https://turbo.az//autos/7343220-kia-rio
3988,Land Rover,RR Sport,2016,Offroader / SUV,Ağ,3.0,340,Dizel,Avtomat,136794,Xeyr,48500,USD,https://turbo.az//autos/7329145-land-rover-rr-sport
3989,Kia,Optima,2013,Sedan,Göy,2.0,274,Benzin,Avtomat,200000,Xeyr,24500,AZN,https://turbo.az//autos/7370192-kia-optima
3990,ZX Auto,Terralord,2022,Pikap,Gümüşü,2.5,146,Dizel,Mexaniki,0,Bəli,45900,AZN,https://turbo.az//autos/6664708-zx-auto-terralord
