,Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price,Price_currency,Link
6067,Nissan,Tiida,2012,Sedan,Gümüşü,1.5,109,Benzin,Avtomat,42375,Xeyr,14800,AZN,https://turbo.az//autos/7387604-nissan-tiida
6068,Mercedes,C 220,2012,Sedan,Gümüşü,2.2,170,Dizel,Avtomat,178000,Xeyr,32800,AZN,https://turbo.az//autos/7401575-mercedes-c-220
6069,Nissan,Tiida,2012,Hetçbek,Tünd qırmızı,1.5,109,Benzin,Avtomat,39152,Xeyr,14800,AZN,https://turbo.az//autos/7387660-nissan-tiida
6070,Nissan,Tiida,2012,Hetçbek,Ağ,1.5,109,Benzin,Avtomat,41103,Xeyr,14900,AZN,https://turbo.az//autos/7387664-nissan-tiida
6071,Mercedes,C 220,1995,Sedan,Göy,2.2,143,Dizel,Avtomat,254000,Xeyr,8900,AZN,https://turbo.az//autos/7386954-mercedes-c-220
6072,Nissan,Note,2013,Hetçbek,Qara,1.2,109,Benzin,Avtomat,36325,Xeyr,13900,AZN,https://turbo.az//autos/7387740-nissan-note
6073,Ford,Edge,2012,Offroader / SUV,Ağ,3.5,288,Benzin,Avtomat,127000,Xeyr,28700,AZN,https://turbo.az//autos/7263092-ford-edge
6074,Mercedes,E 250,2009,Sedan,Ağ,2.2,204,Dizel,Avtomat,230000,Xeyr,27900,AZN,https://turbo.az//autos/7393161-mercedes-e-250
6075,Kia,Rio,2015,Sedan,Ağ,1.4,107,Benzin,Avtomat,154000,Xeyr,25500,AZN,https://turbo.az//autos/7382682-kia-rio
6076,Mazda,CX-5,2018,Offroader / SUV,Göy,2.0,150,Benzin,Avtomat,23000,Xeyr,44500,AZN,https://turbo.az//autos/7183873-mazda-cx-5
6077,Nissan,Note,2013,Hetçbek,Ağ,1.2,98,Benzin,Avtomat,37853,Xeyr,14200,AZN,https://turbo.az//autos/7408528-nissan-note
6078,GAZ,3302-744,1998,Yük maşını,Boz,2.4,131,Benzin,Mexaniki,230000,Xeyr,7900,AZN,https://turbo.az//autos/7438480-gaz-3302-744
6079,BMW,525,1996,Sedan,Göy,2.5,192,Benzin,Avtomat,400000,Xeyr,8200,AZN,https://turbo.az//autos/7438479-bmw-525
6080,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,78000,Xeyr,24800,AZN,https://turbo.az//autos/7389677-hyundai-santa-fe
6081,Nissan,Micra,2013,Hetçbek,Tünd qırmızı,1.2,76,Benzin,Avtomat,113000,Xeyr,12200,AZN,https://turbo.az//autos/7432492-nissan-micra
6082,Mercedes,GL 450,2008,Offroader / SUV,Ağ,4.7,340,Benzin,Avtomat,200000,Xeyr,29900,AZN,https://turbo.az//autos/7380192-mercedes-gl-450
6083,Mercedes,E 200,2012,Sedan,Qara,1.8,184,Benzin,Avtomat,178000,Xeyr,33470,AZN,https://turbo.az//autos/7324783-mercedes-e-200
6084,Haval,H6,2022,Offroader / SUV,Qara,2.0,204,Benzin,Avtomat,0,Bəli,54900,AZN,https://turbo.az//autos/6239899-haval-h6
6085,Peugeot,Partner,2022,Furqon,Ağ,1.5,100,Dizel,Mexaniki,0,Bəli,40000,AZN,https://turbo.az//autos/7160080-peugeot-partner
6086,BMW,X3 M,2023,Offroader / SUV,Göy,3.0,510,Benzin,Avtomat,0,Bəli,125000,EUR,https://turbo.az//autos/7387945-bmw-x3-m
6087,Mercedes,B 170,2006,Hetçbek,Gümüşü,1.7,116,Benzin,Avtomat,299111,Xeyr,12200,AZN,https://turbo.az//autos/7415449-mercedes-b-170
6088,Land Rover,Defender,2023,Offroader / SUV,Qara,3.0,400,Benzin,Avtomat,0,Bəli,162500,USD,https://turbo.az//autos/7086802-land-rover-defender
6089,Lexus,IS 200,2017,Sedan,Qara,2.0,245,Benzin,Avtomat,91000,Xeyr,26000,USD,https://turbo.az//autos/7399561-lexus-is-200
6090,Hyundai,Elantra,2016,Sedan,Boz,1.6,132,Dizel,Avtomat,92500,Xeyr,25000,AZN,https://turbo.az//autos/7433529-hyundai-elantra
6091,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0.0,204,Elektro,Avtomat,0,Bəli,43900,USD,https://turbo.az//autos/7390782-volkswagen-id-6
6092,Mercedes,Axor 1824,2008,Yük maşını,Sarı,6.4,250,Dizel,Avtomat,573000,Xeyr,68500,AZN,https://turbo.az//autos/7379863-mercedes-axor-1824
6093,Toyota,Corolla,2014,Sedan,Ağ,2.0,126,Benzin,Avtomat,84000,Xeyr,33500,AZN,https://turbo.az//autos/7312630-toyota-corolla
6094,Opel,Astra,1998,Universal,Qırmızı,1.6,101,Benzin,Mexaniki,325565,Xeyr,6900,AZN,https://turbo.az//autos/7416302-opel-astra
6095,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0,282,Benzin,Avtomat,83268,Xeyr,45700,USD,https://turbo.az//autos/7409580-toyota-land-cruiser
6096,Tofas,Sahin,2005,Sedan,Qara,1.6,92,Benzin,Mexaniki,99370,Xeyr,7800,AZN,https://turbo.az//autos/7438476-tofas-sahin
6097,Mercedes,G 55 AMG,2008,Offroader / SUV,Qara,5.4,507,Benzin,Avtomat,181000,Xeyr,47500,USD,https://turbo.az//autos/7438472-mercedes-g-55-amg
6098,Toyota,Prius,2007,Liftbek,Qırmızı,1.8,99,Hibrid,Avtomat,231000,Xeyr,15000,AZN,https://turbo.az//autos/7373584-toyota-prius
6099,Mercedes,E 280,2008,Sedan,Ağ,3.0,231,Benzin,Avtomat,213022,Xeyr,25500,AZN,https://turbo.az//autos/7403126-mercedes-e-280
6100,Kia,Sportage,2013,Offroader / SUV,Gümüşü,2.0,184,Benzin,Avtomat,173810,Xeyr,29200,AZN,https://turbo.az//autos/7438469-kia-sportage
6101,Hyundai,Galloper,1998,Offroader / SUV,Yaşıl,2.5,105,Dizel,Mexaniki,350000,Xeyr,7500,AZN,https://turbo.az//autos/6645089-hyundai-galloper
6102,Mercedes,E 220,2008,Sedan,Qara,2.2,170,Dizel,Avtomat,192000,Xeyr,25800,AZN,https://turbo.az//autos/7424033-mercedes-e-220
6103,LADA (VAZ),2106,1990,Sedan,Qəhvəyi,1.3,64,Benzin,Mexaniki,274000,Xeyr,5600,AZN,https://turbo.az//autos/7438464-lada-vaz-2106
6104,Hyundai,Sonata,2008,Sedan,Ağ,2.4,174,Benzin,Avtomat,216000,Xeyr,17000,AZN,https://turbo.az//autos/7228976-hyundai-sonata
6105,Kia,Sorento,2013,Offroader / SUV,Gümüşü,2.0,184,Dizel,Avtomat,163000,Xeyr,32900,AZN,https://turbo.az//autos/7438461-kia-sorento
6106,Opel,Astra,2006,Hetçbek,Boz,1.8,116,Benzin,Mexaniki,300000,Xeyr,11500,AZN,https://turbo.az//autos/7438458-opel-astra
6107,GAZ,31029,1997,Sedan,Qara,2.4,131,Benzin,Mexaniki,200000,Xeyr,1900,AZN,https://turbo.az//autos/7438460-gaz-31029
6108,Opel,Astra,2006,Hetçbek,Ağ,1.3,90,Dizel,Mexaniki,317000,Xeyr,11200,AZN,https://turbo.az//autos/7438459-opel-astra
6109,Toyota,Auris,2007,Hetçbek,Yaş Asfalt,1.4,90,Dizel,Robotlaşdırılmış,335000,Xeyr,11300,AZN,https://turbo.az//autos/7438456-toyota-auris
6110,Kia,Ceed,2009,Universal,Gümüşü,1.6,122,Dizel,Mexaniki,378596,Xeyr,7000,AZN,https://turbo.az//autos/7438455-kia-ceed
6111,Mazda,CX-5,2018,Offroader / SUV,Göy,2.5,194,Benzin,Avtomat,44210,Xeyr,28500,USD,https://turbo.az//autos/7319363-mazda-cx-5
6112,Toyota,Camry,2014,Sedan,Ağ,2.5,181,Benzin,Avtomat,158214,Xeyr,27600,AZN,https://turbo.az//autos/7356676-toyota-camry
6113,BMW,525,2002,Sedan,Göy,2.5,192,Benzin,Avtomat,314000,Xeyr,12900,AZN,https://turbo.az//autos/7438454-bmw-525
6114,Kia,Ceed,2009,Universal,Göy,1.4,109,Benzin,Mexaniki,213500,Xeyr,16900,AZN,https://turbo.az//autos/7381266-kia-ceed
6115,Daewoo,Espero,1998,Sedan,Ağ,2.0,105,Benzin,Mexaniki,350000,Xeyr,2700,AZN,https://turbo.az//autos/7438452-daewoo-espero
6116,Lexus,RX 350,2007,Offroader / SUV,Qara,3.5,270,Benzin,Avtomat,218000,Xeyr,23500,AZN,https://turbo.az//autos/7384595-lexus-rx-350
6117,Opel,Astra,1997,Universal,Yaşıl,1.6,101,Benzin,Mexaniki,377000,Xeyr,5300,AZN,https://turbo.az//autos/7438449-opel-astra
6118,Nissan,X-Trail,2004,Offroader / SUV,Bej,2.0,150,Benzin,Avtomat,242000,Xeyr,11700,AZN,https://turbo.az//autos/7418259-nissan-x-trail
6119,Toyota,Avalon,2015,Sedan,Ağ,3.5,268,Benzin,Avtomat,135000,Xeyr,25900,USD,https://turbo.az//autos/7291477-toyota-avalon
6120,Yamaha,R15 V4,2023,Motosiklet,Qara,0.2,18,Benzin,Mexaniki,0,Bəli,8799,AZN,https://turbo.az//autos/7334338-yamaha-r15-v4
6121,Changan,CS 35 PLUS,2022,Offroader / SUV,Göy,1.4,158,Benzin,Avtomat,0,Bəli,35900,AZN,https://turbo.az//autos/6365436-changan-cs-35-plus
6122,Mercedes,E 200,2016,Sedan,Boz,2.0,184,Benzin,Avtomat,180000,Xeyr,37900,USD,https://turbo.az//autos/7333923-mercedes-e-200
6123,Nissan,Patrol,2022,Offroader / SUV,Qara,4.0,275,Benzin,Avtomat,0,Bəli,109999,USD,https://turbo.az//autos/6501754-nissan-patrol
6124,Toyota,Corolla,2014,Universal,Ağ,1.5,110,Benzin,Avtomat,125000,Xeyr,20600,AZN,https://turbo.az//autos/7403510-toyota-corolla
6125,Mercedes,Vito 115,2008,Minivan,Yaşıl,2.2,150,Dizel,Mexaniki,313000,Xeyr,29600,AZN,https://turbo.az//autos/6969992-mercedes-vito-115
6126,Volkswagen,Touareg,2006,Offroader / SUV,Qara,3.0,240,Dizel,Avtomat,227800,Xeyr,20900,AZN,https://turbo.az//autos/7377201-volkswagen-touareg
6127,Lexus,LX 570,2012,Offroader / SUV,Qara,5.6,383,Benzin,Avtomat,105400,Xeyr,50800,USD,https://turbo.az//autos/7304098-lexus-lx-570
6128,BMW,X5,2014,Offroader / SUV,Ağ,3.0,306,Benzin,Avtomat,177000,Xeyr,36500,USD,https://turbo.az//autos/7398275-bmw-x5
6129,Ford,Edge,2012,Offroader / SUV,Qara,3.5,288,Benzin,Avtomat,182000,Xeyr,24800,AZN,https://turbo.az//autos/7367021-ford-edge
6130,BMW,420,2014,Kupe,Ağ,2.0,184,Benzin,Avtomat,190000,Xeyr,25500,USD,https://turbo.az//autos/7399090-bmw-420
6131,Mercedes,C 230,1998,Sedan,Qızılı,2.3,193,Benzin,Avtomat,293951,Xeyr,12300,AZN,https://turbo.az//autos/7362930-mercedes-c-230
6132,Toyota,Avalon,2015,Sedan,Ağ,3.5,268,Benzin,Avtomat,135000,Xeyr,25900,USD,https://turbo.az//autos/7291477-toyota-avalon
6133,Nissan,Tiida,2012,Hetçbek,Qızılı,1.5,109,Benzin,Avtomat,49000,Xeyr,14500,AZN,https://turbo.az//autos/7438446-nissan-tiida
6134,BMW,330,2017,Sedan,Göy,2.0,252,Benzin,Avtomat,122310,Xeyr,25000,USD,https://turbo.az//autos/7420460-bmw-330
6135,Mercedes,C 300,2018,Sedan,Qara,2.0,245,Benzin,Avtomat,36000,Xeyr,36000,USD,https://turbo.az//autos/7356376-mercedes-c-300
6136,Lexus,GS 300,2005,Sedan,Qara,3.0,249,Benzin,Avtomat,167520,Xeyr,15700,AZN,https://turbo.az//autos/7419698-lexus-gs-300
6137,Mercedes,B 170,2008,Hetçbek,Qara,1.7,116,Benzin,Avtomat,145000,Xeyr,12500,AZN,https://turbo.az//autos/7438350-mercedes-b-170
6138,Toyota,Camry,2022,Sedan,Ağ,2.5,181,Benzin,Avtomat,0,Bəli,51400,USD,https://turbo.az//autos/6139196-toyota-camry
6139,Opel,Astra,1998,Hetçbek,Göy,1.6,101,Benzin,Mexaniki,315895,Xeyr,7400,AZN,https://turbo.az//autos/7438443-opel-astra
6140,Lexus,NX 200,2018,Offroader / SUV,Qara,2.0,150,Benzin,Avtomat,42400,Xeyr,34400,USD,https://turbo.az//autos/7361717-lexus-nx-200
6141,Hyundai,Sonata,2020,Sedan,Ağ,1.6,183,Benzin,Avtomat,24500,Xeyr,26850,USD,https://turbo.az//autos/7409084-hyundai-sonata
6142,LADA (VAZ),Priora,2017,Sedan,Qara,1.6,106,Benzin,Mexaniki,165300,Xeyr,13900,AZN,https://turbo.az//autos/7424932-lada-vaz-priora
6143,Mercedes,Vito,2001,Minivan,Qırmızı,2.2,122,Dizel,Mexaniki,578000,Xeyr,6000,AZN,https://turbo.az//autos/7438428-mercedes-vito
6144,Ford,Transit,1993,Furqon,Ağ,2.5,85,Dizel,Mexaniki,300000,Xeyr,12500,AZN,https://turbo.az//autos/7405125-ford-transit
6145,Mercedes,E 220,2014,Sedan,Ağ,2.2,170,Dizel,Avtomat,108000,Xeyr,26500,USD,https://turbo.az//autos/7401681-mercedes-e-220
6146,Mercedes,C 280,1996,Sedan,Ağ,2.8,196,Benzin,Avtomat,467000,Xeyr,8200,AZN,https://turbo.az//autos/7438438-mercedes-c-280
6147,Nissan,Sunny,2012,Sedan,Ağ,1.5,99,Benzin,Avtomat,234000,Xeyr,11900,AZN,https://turbo.az//autos/7438439-nissan-sunny
6148,Kia,Sorento,2013,Offroader / SUV,Yaş Asfalt,2.0,184,Dizel,Avtomat,149000,Xeyr,34500,AZN,https://turbo.az//autos/7438435-kia-sorento
6149,Kia,Ceed,2007,Hetçbek,Qara,1.6,115,Dizel,Mexaniki,185000,Xeyr,14500,AZN,https://turbo.az//autos/7401145-kia-ceed
6150,Mercedes,C 200,1997,Sedan,Tünd qırmızı,2.0,136,Benzin,Avtomat,240000,Xeyr,13300,AZN,https://turbo.az//autos/7438429-mercedes-c-200
6151,Land Rover,Range Rover,2018,Offroader / SUV,Qara,5.0,550,Benzin,Avtomat,78314,Xeyr,130000,USD,https://turbo.az//autos/7438244-land-rover-range-rover
6152,Hyundai,Sonata,2013,Sedan,Qara,2.0,165,Benzin,Avtomat,147265,Xeyr,22900,AZN,https://turbo.az//autos/7366973-hyundai-sonata
6153,Land Rover,Range Rover,2005,Offroader / SUV,Yaşıl,4.4,286,Benzin,Avtomat,181800,Xeyr,21700,AZN,https://turbo.az//autos/7438427-land-rover-range-rover
6154,Opel,Astra,2008,Hetçbek,Yaş Asfalt,1.3,90,Dizel,Mexaniki,179000,Xeyr,13500,AZN,https://turbo.az//autos/7435038-opel-astra
6155,Hyundai,Santa Fe,2007,Offroader / SUV,Göy,2.2,197,Dizel,Avtomat,187239,Xeyr,20900,AZN,https://turbo.az//autos/7392294-hyundai-santa-fe
6156,Genesis,G80,2018,Sedan,Ağ,2.0,245,Dizel,Avtomat,65000,Xeyr,60900,AZN,https://turbo.az//autos/7036822-genesis-g80
6157,BMW,525,1996,Sedan,Yaş Asfalt,2.5,192,Benzin,Avtomat,338000,Xeyr,7900,AZN,https://turbo.az//autos/7218635-bmw-525
6158,Hongqi,HS5,2022,Offroader / SUV,Ağ,2.0,225,Benzin,Avtomat,0,Bəli,59900,AZN,https://turbo.az//autos/6096323-hongqi-hs5
6159,Land Rover,RR Sport,2013,Offroader / SUV,Qara,3.0,249,Dizel,Avtomat,164000,Xeyr,48777,USD,https://turbo.az//autos/7397873-land-rover-rr-sport
6160,Toyota,Prius,2007,Liftbek,Gümüşü,1.5,76,Hibrid,Variator,158550,Xeyr,14300,AZN,https://turbo.az//autos/7433237-toyota-prius
6161,Hyundai,Santa Fe,2015,Offroader / SUV,Yaş Asfalt,2.0,265,Benzin,Avtomat,112000,Xeyr,34500,AZN,https://turbo.az//autos/7409729-hyundai-santa-fe
6162,Lamborghini,Huracan,2017,Rodster,Narıncı,5.2,610,Benzin,Avtomat,5900,Xeyr,235000,USD,https://turbo.az//autos/7414068-lamborghini-huracan
6163,Toyota,Land Cruiser,2015,Offroader / SUV,Qara,4.6,309,Benzin,Avtomat,75000,Xeyr,67500,USD,https://turbo.az//autos/7372173-toyota-land-cruiser
6164,Chevrolet,Cruze,2016,Sedan,Gümüşü,1.6,109,Benzin,Avtomat,140000,Xeyr,15300,AZN,https://turbo.az//autos/7378037-chevrolet-cruze
6165,Kia,Ceed,2012,Universal,Qara,1.4,90,Dizel,Mexaniki,192000,Xeyr,18000,AZN,https://turbo.az//autos/7427862-kia-ceed
6166,Mercedes,GLC 300,2020,Offroader / SUV,Ağ,2.0,249,Benzin,Avtomat,9300,Xeyr,43900,USD,https://turbo.az//autos/7287374-mercedes-glc-300
6167,Land Rover,Discovery,2015,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,138000,Xeyr,36500,USD,https://turbo.az//autos/7431080-land-rover-discovery
6168,Hyundai,Santa Fe,2007,Offroader / SUV,Göy,2.2,197,Dizel,Avtomat,187239,Xeyr,20900,AZN,https://turbo.az//autos/7392294-hyundai-santa-fe
6169,Nissan,Patrol,2002,Offroader / SUV,Göy,3.0,158,Dizel,Mexaniki,326000,Xeyr,18500,AZN,https://turbo.az//autos/7198655-nissan-patrol
6170,Volkswagen,Polo,2012,Hetçbek,Ağ,1.4,85,Benzin,Mexaniki,244000,Xeyr,14500,AZN,https://turbo.az//autos/7438421-volkswagen-polo
6171,LADA (VAZ),2106,1991,Sedan,Bej,1.6,75,Benzin,Mexaniki,253680,Xeyr,2950,AZN,https://turbo.az//autos/7438426-lada-vaz-2106
6172,Mercedes,E 320,2004,Sedan,Qara,3.2,224,Benzin,Avtomat,298238,Xeyr,18500,AZN,https://turbo.az//autos/7438422-mercedes-e-320
6173,Jonway,YY50QT-21B,2022,Moped,Gümüşü,0.1,20,Benzin,Avtomat,17000,Xeyr,1300,AZN,https://turbo.az//autos/7438419-jonway-yy50qt-21b
6174,Hyundai,Sonata,2009,Sedan,Ağ,2.4,174,Benzin,Avtomat,243000,Xeyr,17800,AZN,https://turbo.az//autos/7438424-hyundai-sonata
6175,Nissan,X-Trail,2002,Offroader / SUV,Ağ,2.0,150,Benzin,Avtomat,237743,Xeyr,10900,AZN,https://turbo.az//autos/7413221-nissan-x-trail
6176,Iran Khodro,Samand,2007,Sedan,Yaş Asfalt,1.8,110,Benzin,Mexaniki,342800,Xeyr,8500,AZN,https://turbo.az//autos/7438425-iran-khodro-samand
6177,LADA (VAZ),2106,2001,Sedan,Yaşıl,1.6,75,Benzin,Mexaniki,22222,Xeyr,5300,AZN,https://turbo.az//autos/7438416-lada-vaz-2106
6178,Hyundai,Santa Fe,2012,Offroader / SUV,Qəhvəyi,2.0,184,Dizel,Avtomat,142500,Xeyr,33000,AZN,https://turbo.az//autos/7417061-hyundai-santa-fe
6179,Nissan,X-Trail,2002,Offroader / SUV,Mavi,2.0,150,Benzin,Avtomat,192331,Xeyr,11500,AZN,https://turbo.az//autos/7392318-nissan-x-trail
6180,Ford,Transit,2009,Furqon,Ağ,2.2,125,Dizel,Mexaniki,193000,Xeyr,17900,AZN,https://turbo.az//autos/7347232-ford-transit
6181,Mercedes,S 500,2008,Sedan,Qara,5.5,388,Benzin,Avtomat,210000,Xeyr,22000,USD,https://turbo.az//autos/7438415-mercedes-s-500
6182,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.2,197,Dizel,Avtomat,111600,Xeyr,36200,AZN,https://turbo.az//autos/7404106-hyundai-santa-fe
6183,BMW,525,1996,Sedan,Gümüşü,2.5,192,Benzin,Avtomat,405130,Xeyr,10000,AZN,https://turbo.az//autos/7438412-bmw-525
6184,Mercedes,ML 350,2008,Offroader / SUV,Ağ,3.5,272,Benzin,Avtomat,192000,Xeyr,24900,AZN,https://turbo.az//autos/7416997-mercedes-ml-350
6185,Toyota,Camry,2014,Sedan,Ağ,2.5,181,Benzin,Avtomat,236600,Xeyr,32000,AZN,https://turbo.az//autos/7438394-toyota-camry
6186,Kia,Sorento,2011,Offroader / SUV,Gümüşü,2.0,184,Dizel,Avtomat,158000,Xeyr,28500,AZN,https://turbo.az//autos/7438402-kia-sorento
6187,Hyundai,Tucson,2008,Offroader / SUV,Qara,2.0,140,Benzin,Avtomat,116000,Xeyr,19000,AZN,https://turbo.az//autos/7355219-hyundai-tucson
6188,BMW,X7,2023,Offroader / SUV,Qara,3.0,380,Benzin,Avtomat,0,Bəli,157500,USD,https://turbo.az//autos/7418734-bmw-x7
6189,Cadillac,SRX,2005,Universal,Qara,4.6,320,Benzin,Avtomat,127800,Xeyr,9800,AZN,https://turbo.az//autos/7282049-cadillac-srx
6190,Hyundai,i30,2011,Universal,Gümüşü,1.4,109,Benzin,Mexaniki,178500,Xeyr,14500,AZN,https://turbo.az//autos/7438406-hyundai-i30
6191,Mazda,CX-9,2008,Offroader / SUV,Yaş Asfalt,3.7,277,Benzin,Avtomat,198214,Xeyr,18800,AZN,https://turbo.az//autos/7366896-mazda-cx-9
6192,Skoda,Octavia,2023,Liftbek,Qara,1.6,110,Benzin,Avtomat,0,Bəli,46900,AZN,https://turbo.az//autos/7365450-skoda-octavia
6193,Haval,Jolion,2022,Offroader / SUV,Boz,1.5,150,Benzin,Avtomat,0,Bəli,40900,AZN,https://turbo.az//autos/6134844-haval-jolion
6194,Kia,Sportage,2013,Offroader / SUV,Ağ,2.4,175,Benzin,Avtomat,155160,Xeyr,28900,AZN,https://turbo.az//autos/7428057-kia-sportage
6195,Land Rover,RR Sport,2022,Offroader / SUV,Qara,3.0,400,Benzin,Avtomat,0,Bəli,178500,USD,https://turbo.az//autos/7402995-land-rover-rr-sport
6196,Nissan,Qashqai,2010,Offroader / SUV,Ağ,2.0,140,Benzin,Avtomat,250000,Xeyr,20900,AZN,https://turbo.az//autos/7418767-nissan-qashqai
6197,Mercedes,E 250,2018,Sedan,Ağ,2.2,211,Benzin,Avtomat,119000,Xeyr,38900,USD,https://turbo.az//autos/7259960-mercedes-e-250
6198,Renault,Premium 420,2007,Dartqı,Ağ,11 ,360,Dizel,Avtomat,676452,Xeyr,95000,AZN,https://turbo.az//autos/7133295-renault-premium-420
6199,Toyota,RAV4,2022,Offroader / SUV,Ağ,2.0,175,Benzin,Variator,20500,Xeyr,31300,USD,https://turbo.az//autos/7392022-toyota-rav4
6200,Jeep,Wrangler,2010,Offroader / SUV,Narıncı,3.8,199,Benzin,Avtomat,165000,Xeyr,21900,USD,https://turbo.az//autos/7404492-jeep-wrangler
6201,Mercedes,GL 450,2006,Offroader / SUV,Qara,4.7,340,Benzin,Avtomat,265000,Xeyr,16800,USD,https://turbo.az//autos/7429573-mercedes-gl-450
6202,Nissan,Sunny,2008,Sedan,Qara,1.5,98,Benzin,Avtomat,230010,Xeyr,13900,AZN,https://turbo.az//autos/7427556-nissan-sunny
6203,Chevrolet,Cruze,2015,Sedan,Yaş Asfalt,1.4,141,Benzin,Avtomat,180000,Xeyr,16000,AZN,https://turbo.az//autos/7290481-chevrolet-cruze
6204,Hyundai,i30,2011,Universal,Gümüşü,1.4,109,Benzin,Mexaniki,178500,Xeyr,14500,AZN,https://turbo.az//autos/7438406-hyundai-i30
6205,Mazda,CX-9,2008,Offroader / SUV,Yaş Asfalt,3.7,277,Benzin,Avtomat,198214,Xeyr,18800,AZN,https://turbo.az//autos/7366896-mazda-cx-9
6206,Porsche,Cayenne S,2013,Offroader / SUV,Qara,4.8,400,Benzin,Avtomat,111000,Xeyr,36600,USD,https://turbo.az//autos/7438403-porsche-cayenne-s
6207,Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,2.7,185,Benzin,Avtomat,157000,Xeyr,21900,AZN,https://turbo.az//autos/7397227-hyundai-santa-fe
6208,Nissan,Juke,2012,Offroader / SUV,Yaşıl,1.6,117,Benzin,Avtomat,79000,Xeyr,21800,AZN,https://turbo.az//autos/7301165-nissan-juke
6209,Chevrolet,Captiva,2009,Offroader / SUV,Ağ,2.0,150,Dizel,Avtomat,129000,Xeyr,17400,AZN,https://turbo.az//autos/7363245-chevrolet-captiva
6210,Mercedes,C 180,1998,Sedan,Gümüşü,1.8,122,Benzin,Avtomat,370453,Xeyr,13300,AZN,https://turbo.az//autos/7438400-mercedes-c-180
6211,Ford,Transit,2011,Yük maşını,Ağ,2.4,140,Dizel,Mexaniki,158110,Xeyr,28800,AZN,https://turbo.az//autos/7432601-ford-transit
6212,Mercedes,E 220,2001,Sedan,Qara,2.2,143,Dizel,Avtomat,429000,Xeyr,16900,AZN,https://turbo.az//autos/7438399-mercedes-e-220
6213,Toyota,Camry,2013,Sedan,Ağ,2.5,181,Benzin,Avtomat,187370,Xeyr,28300,AZN,https://turbo.az//autos/7391471-toyota-camry
6214,Chevrolet,Cruze,2012,Sedan,Yaş Asfalt,1.4,140,Benzin,Avtomat,98000,Xeyr,12900,AZN,https://turbo.az//autos/7413638-chevrolet-cruze
6215,Honda,Insight,2010,Liftbek,Gümüşü,1.3,88,Benzin,Avtomat,220000,Xeyr,14500,AZN,https://turbo.az//autos/7438395-honda-insight
6216,LADA (VAZ),2108,1987,Hetçbek,Ağ,1.5,78,Benzin,Mexaniki,300000,Xeyr,3500,AZN,https://turbo.az//autos/7332712-lada-vaz-2108
6217,Chevrolet,Cruze,2013,Sedan,Tünd qırmızı,1.4,140,Benzin,Mexaniki,205058,Xeyr,9500,AZN,https://turbo.az//autos/7420231-chevrolet-cruze
6218,Mercedes,E 230,1991,Sedan,Gümüşü,2.3,150,Benzin,Avtomat,523580,Xeyr,7500,AZN,https://turbo.az//autos/5759507-mercedes-e-230
6219,Mercedes,190,1989,Sedan,Qızılı,2.0,122,Benzin,Avtomat,350000,Xeyr,5400,AZN,https://turbo.az//autos/7438384-mercedes-190
6220,Mercedes,E 320,1997,Sedan,Qara,3.2,224,Benzin,Avtomat,320000,Xeyr,10800,AZN,https://turbo.az//autos/7321638-mercedes-e-320
6221,Kia,Sorento,2014,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,106000,Xeyr,35500,AZN,https://turbo.az//autos/7299974-kia-sorento
6222,Mercedes,E 240,2000,Sedan,Gümüşü,2.4,170,Benzin,Avtomat,220000,Xeyr,15500,AZN,https://turbo.az//autos/7438382-mercedes-e-240
6223,Mitsubishi,L200,2013,Pikap,Ağ,2.5,136,Dizel,Mexaniki,340000,Xeyr,26400,AZN,https://turbo.az//autos/7438378-mitsubishi-l200
6224,Volkswagen,Jetta,2002,Sedan,Göy,2.0,116,Benzin,Avtomat,284000,Xeyr,6200,AZN,https://turbo.az//autos/7438379-volkswagen-jetta
6225,Tesla,Model Y,2020,Sedan,Ağ,0.0,346,Elektro,Avtomat,35000,Xeyr,46900,USD,https://turbo.az//autos/7158282-tesla-model-y
6226,Kia,Sorento,2014,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,200000,Xeyr,33700,AZN,https://turbo.az//autos/7438375-kia-sorento
6227,GAZ,3302-744,2000,Yük maşını,Bej,2.5,76,Benzin,Mexaniki,125421,Xeyr,4800,AZN,https://turbo.az//autos/7419970-gaz-3302-744
6228,Fiat,Doblo,2022,Minivan,Ağ,1.4,95,Benzin,Mexaniki,0,Bəli,34000,AZN,https://turbo.az//autos/6550523-fiat-doblo
6229,Mercedes-Maybach,GLS 600 4MATIC,2023,Offroader / SUV,Qara,4.0,557,Benzin,Avtomat,0,Bəli,464750,AZN,https://turbo.az//autos/7396537-mercedes-maybach-gls-600-4matic
6230,Ford,Puma,2022,Offroader / SUV,Qara,1.0,124,Benzin,Avtomat,0,Bəli,47500,AZN,https://turbo.az//autos/6437261-ford-puma
